transition,delta_best_AP,delta_final_AP,delta_best_AP50,delta_final_AP50,delta_best_MR-2_generic,delta_final_MR-2_generic
E0->E1,0.0022306072101863,0.0019636638958499,0.00171793682835,0.0034283240525808,-0.0022093695122684,-0.0018515727011397
E1->E2,-0.0007735587410176,-0.0010293381650943,6.142209435390511e-05,0.0004514493193093,0.0025613670452128,0.0013567008584975
E2->E3,-0.0009750378298398,-0.0013290356868133,-9.880966987520225e-05,-9.880966987520225e-05,-0.0008379276927865,-0.0007798782297132
E3->E4,0.0025480580434671,0.0031204821482334,0.0018983463520139,0.0004453592297077,-0.0004448341264867,0.0001588377914272
E4->E5,0.0007704130144683,0.001016728766083,0.002603630032843,0.003005047255232,-0.0011092908354741,-0.0018486510330999
