run,epoch,AP,AP50,AP75,MR-2_generic,ODAM_quality
E0,6,0.0147417785092671,0.0541558348971043,0.0046090937372363,0.987101137001888,0.86950173590663
E0,7,0.0229793806078248,0.0798969330410973,0.0055415642622719,0.9827985511936952,0.87561474278198
E0,8,0.0247940963484469,0.0876545722064337,0.0055963596670082,0.9789212848439708,0.881169633687376
E0,9,0.0273113891371733,0.0941355195800553,0.0089000701606637,0.9792822587564708,0.87546676944939
E0,10,0.0273132211073142,0.0968717453185766,0.0064466630392299,0.9785043884188886,0.8704932592125708
E0,11,0.0292645130562037,0.0990371966313313,0.0130405896473263,0.9783477883845056,0.8713574988406426
E0,12,0.029361928151336,0.1003016761826701,0.0128738784758291,0.9779481056871968,0.8719341064500153
E0,13,0.0298183829849153,0.1011209531347886,0.0131522371734908,0.9778396837894668,0.8707566649587832
E0,14,0.0296536449217896,0.1008694700557413,0.0130082862930811,0.9779103069986396,0.8671523220283421
E0,15,0.0280592820104705,0.0992291459344862,0.0059870324031447,0.9783825016494984,0.870545597340556
E0,16,0.0296931896136175,0.100256479479602,0.0132848976885883,0.977831946320568,0.8718821235135544
E0,17,0.0298427841201548,0.1005900349743085,0.0135202136907066,0.978367076374437,0.8696186064529474
E0,18,0.0299754482971679,0.1024412433439268,0.0131000246498352,0.9777539364740204,0.8703256783480173
E0,19,0.0290234983896877,0.1009395359514013,0.0099686850023677,0.9781417187539468,0.8710572559267614
E0,20,0.0304546234355435,0.1030026631571129,0.0132283847481988,0.9773912386934284,0.8714787672075238
E0,21,0.0290313808487567,0.1014696853859508,0.0082669672918807,0.9780421813461068,0.8720354392317199
E0,22,0.0294992297659449,0.1023590025229025,0.0099870505522394,0.9777551582395448,0.8713353483576426
E0,23,0.0301906649041653,0.1035332971816969,0.0080276097664957,0.9774380443526636,0.8716006643787463
E0,24,0.0304890182128167,0.1016054622980342,0.013478630227243,0.9775832056245,0.8709915092367282
E0,25,0.0301569753440933,0.1002191660710809,0.013119480591352,0.978327247809066,0.8741980604539338
E0,26,0.0308814869429625,0.102185163187819,0.0130281393782411,0.9774880563936704,0.8747353347106073
E0,27,0.0305183713960284,0.1037576817290836,0.012923961703096,0.9769462597611792,0.8723471032171037
E0,28,0.0303887800043438,0.1039239928004663,0.0127965188112729,0.9776938825025738,0.8730257794669534
E0,29,0.030607961632846,0.10182357835128,0.0131086526076212,0.9778707679534042,0.8732187961781182
E1,0,0.0009777244865951,0.0028747803554085,3.72217672895109e-05,0.9986263381487758,0.8005739061748876
E1,1,0.0014785084952674,0.0065812487852571,0.0001100110011001,0.998517558263224,0.8313829128453891
E1,2,0.0055017731363044,0.0232855321998116,0.0009563447347385,0.9940537339354772,0.816080327724456
E1,3,0.0075132130059486,0.0326088606518431,0.0003865805320409,0.9975176687394252,0.8142639093799034
E1,4,0.0117306245222633,0.044437433772591,0.0013871915948569,0.9889581485079334,0.8240515761263143
E1,5,0.0118143026186366,0.0286206507039445,0.0105698026563871,0.9958773649920104,0.8687102563034204
E1,6,0.0163419871942341,0.0582806090806899,0.0022458432026561,0.9848964477006744,0.8467122358569928
E1,7,0.0253863137057936,0.0804740458672335,0.0119223630931659,0.9813188874794848,0.8618881588291724
E1,8,0.027684527964101,0.089822627742066,0.0124959295428743,0.9781952785032184,0.8578005230905892
E1,9,0.029759779117115,0.0978120090308568,0.0126114448073224,0.9771082122661264,0.8621404940056131
E1,10,0.0304754212859387,0.1010854272585643,0.0127080646253699,0.9764949466039248,0.8567740574799343
E1,11,0.0322081566967396,0.1007765132573326,0.0127907933092921,0.9760816853321864,0.8588676862120704
E1,12,0.0322977067303277,0.1013746591676025,0.0131152982428671,0.9759958208194466,0.8555592197084111
E1,13,0.0327631272077237,0.1024606408656229,0.0133517376113199,0.9758844065122136,0.8575552494042955
E1,14,0.0322997491816034,0.1028428398755794,0.0132684346323461,0.9750687825862788,0.857065566442064
E1,15,0.0310947393863867,0.1037606756909224,0.0132263294197241,0.97592123162091,0.8534079713470373
E1,16,0.0309690369279422,0.10304911498978,0.0133009056216247,0.9757368144084674,0.858216203825456
E1,17,0.0321461239760562,0.1016031865581904,0.0129661085317649,0.9763197819212196,0.856374142883766
E1,18,0.0325606736828976,0.1036011861672737,0.013238851173197,0.9753852796282804,0.8564933082329491
E1,19,0.0319669490309175,0.1046573059157722,0.0129615780628342,0.9754604289436865,0.857472091899205
E1,20,0.0331120941531489,0.1029154993962872,0.0139288089320612,0.9752030197982886,0.8562088856082373
E1,21,0.0319111567396285,0.1032713973777661,0.0132762509780308,0.9754173517061898,0.8583014842875211
E1,22,0.0317796254438481,0.1038013791617356,0.0135024584195048,0.9750326331605724,0.8593392980838344
E1,23,0.0329625602480735,0.1046249270706982,0.013290652713468,0.974879769010868,0.856519477408834
E1,24,0.0328401461158853,0.1033084861908853,0.0132415505847549,0.9762064673196832,0.8580093059660134
E1,25,0.0324417681232547,0.1056349316404571,0.0131784101574419,0.9750531722880432,0.8563602515831241
E1,26,0.0316555015905334,0.1045062637675615,0.0127970612379621,0.9754072918397976,0.8569358491723351
E1,27,0.0316568450249192,0.1055826524993538,0.0127913546150042,0.9747368902489107,0.85734625498212
E1,28,0.0321595816118998,0.1056419296288163,0.0133529603345484,0.9756681596845688,0.8583484737299113
E1,29,0.032571625528696,0.1052519024038609,0.0136021204720867,0.9760191952522644,0.8577248388250076
E2,0,0.001046676096181,0.0028288543140028,0.0,0.9991201123938298,0.963196184227058
E2,1,0.000991698848998,0.0047538301211661,7.882177466674074e-05,0.9998591400313714,0.8233874832323714
E2,2,0.0065926013638245,0.0301189862777457,0.0005185653358385,0.994024276762201,0.8354184905615711
E2,3,0.0100218795373643,0.0365405938965308,0.0008036681131344,0.991580407945296,0.8384356245737005
E2,4,0.0138862526182371,0.0462920330063257,0.0030097672209046,0.9889882512763318,0.8346575993070129
E2,5,0.0099865122547745,0.0179627337164377,0.010144856850217,0.9990497307570478,0.852980901392433
E2,6,0.0164575220915043,0.0578122303917905,0.0018789297892427,0.986517873585228,0.8141513024083215
E2,7,0.0247888391164094,0.0816660388496851,0.0072862892259969,0.9841204555834354,0.8198076450760924
E2,8,0.0263152229481484,0.0818068321260155,0.0093503235777364,0.9811739331016732,0.8242232823345982
E2,9,0.028354597564995,0.0942586680008598,0.0079029969798903,0.9786723462367048,0.8270374309015915
E2,10,0.0315595930030238,0.100333586469663,0.0137832023093027,0.9789050292909948,0.8155200463929195
E2,11,0.0311245449249283,0.1015746913678966,0.0133683975647502,0.9783024053790832,0.8165826581297518
E2,12,0.0318450673782595,0.1023033757937128,0.0134500115802629,0.9784231719806796,0.8159532053387993
E2,13,0.0323070335371668,0.1040009085065234,0.0137984453011883,0.9785192903873554,0.8157703081754077
E2,14,0.0314180503674844,0.1011746404820817,0.0135035742155053,0.9787380721744802,0.8147986075275022
E2,15,0.0323385354121312,0.103347660267817,0.013723317961486,0.9781020704513732,0.8155895174531487
E2,16,0.0313309072278391,0.1035196575833457,0.009891716601789,0.9779544609373546,0.8158536416266581
E2,17,0.0301193576343785,0.101574224627244,0.0087946654671302,0.9794527963673134,0.8138200653597342
E2,18,0.0304433949611461,0.1012985437414133,0.0086644670830902,0.9786721132726572,0.8143552060438273
E2,19,0.030586674093438,0.1011418400442357,0.0105983798966405,0.9786776826835124,0.8168840407328117
E2,20,0.0306748357143931,0.1022625223188213,0.0105166633583539,0.978522843001272,0.8129944166562637
E2,21,0.0307983550989037,0.1039582960629707,0.0102043086209295,0.9782686636661604,0.8162184816536352
E2,22,0.0305827603795425,0.1016264024241881,0.0106871781349185,0.9779246816566278,0.815551338050625
E2,23,0.030830487252701,0.1027943381550969,0.0103147239822612,0.9783874867975976,0.8133943552714787
E2,24,0.0315804074706345,0.1047850528190859,0.0102824587003424,0.9780848416085884,0.8138148666161451
E2,25,0.0307719906046123,0.1037693984663135,0.0102546930279713,0.9781684319450792,0.8139790011532713
E2,26,0.0313022009791735,0.1033326917849199,0.0102810004261891,0.9772982572941236,0.8169983996180993
E2,27,0.0308908098802391,0.1024051739092117,0.0104929080772714,0.97770983283182,0.8136404007912719
E2,28,0.0320613889393462,0.1033611434621738,0.0134970025866279,0.9783467370601604,0.8112894133186408
E2,29,0.0315422873636016,0.1057033517231702,0.009783667296592,0.977375896110762,0.8137243836645478
E3,0,0.0006600660066006,0.0033003300330033,0.0,0.9996832435856826,0.8705681639455987
E3,1,0.0012089057791374,0.0057358475267962,0.0001431941312595,0.9999295898586128,0.7906862809986095
E3,2,0.0092629071381913,0.029618211897333,0.0003532662197524,0.9933858574762126,0.7986279608552863
E3,3,0.0104241126946075,0.033767403307183,0.0053542759622841,0.9935179377778426,0.8111026749930214
E3,4,0.0152038244051214,0.0443104793978507,0.0104809555153222,0.9919550281933096,0.786183093699269
E3,5,0.0064451632883257,0.018089265852843,0.0035423235060936,0.9993664871713652,0.8328975745498381
E3,6,0.0181725936123839,0.0590417057790084,0.0108044578308678,0.9861939860681126,0.8023360565283597
E3,7,0.0237319016160522,0.076567235151449,0.0115758323108904,0.982606112522476,0.763259063619107
E3,8,0.0283517818888868,0.0886108833835844,0.0098638273973986,0.9797448869164188,0.7780513386867594
E3,9,0.0283693681019878,0.0950927965104936,0.012781656818233,0.9799560404907902,0.7761143663143046
E3,10,0.0304684139713616,0.1026803427941145,0.0135116684407564,0.977883858703201,0.7656085598912054
E3,11,0.0299604956381059,0.100898250505131,0.0131808533702462,0.9782131016146438,0.7697852726993317
E3,12,0.0302073897166676,0.1021770367631936,0.0131645590476708,0.9778470136944292,0.7660644120172361
E3,13,0.029990691604375,0.1025127690752166,0.0127386776896364,0.9781362490120632,0.7671920235711499
E3,14,0.0291050363616431,0.1010417526925899,0.0084486995696051,0.9780453915411134,0.7706556935259368
E3,15,0.0311516838399601,0.1031522520522313,0.01380231285697,0.9774597777568608,0.762524480134302
E3,16,0.0287739081503127,0.1019683560560036,0.0081245597396809,0.9779199051565218,0.7693669727310173
E3,17,0.0290402110033281,0.1039547301977579,0.0078821815280956,0.9777087012051108,0.7673610469419981
E3,18,0.0307091861174674,0.1037968671886495,0.0132047203491029,0.9775356316666294,0.7684320063232629
E3,19,0.0294107956251535,0.1032220413042414,0.0085032933844146,0.977415591712001,0.7711935386645272
E3,20,0.0295663744671594,0.1044574298336217,0.0079429535621594,0.9773045438888488,0.7709814743769272
E3,21,0.0288982074126374,0.1022692407663807,0.0067924279367498,0.977673737188547,0.7699911615770051
E3,22,0.029833580805787,0.1035695004937046,0.008425597352388,0.976772790196708,0.771811919712065
E3,23,0.0313634975822913,0.103859098199687,0.0136508156101184,0.9771026866764804,0.7722736626634681
E3,24,0.0296583419188208,0.1031778974006369,0.0082887917442631,0.9778857252314932,0.7689762800164824
E3,25,0.0300067145751713,0.1047543414862933,0.008596512399841,0.977350997950586,0.7702818174065483
E3,26,0.0300054141232573,0.1043562650375163,0.0076358328428293,0.977149391827148,0.7715147412336134
E3,27,0.0304124265297704,0.1053475631114819,0.0090273656411775,0.976460329601337,0.7710419333099207
E3,28,0.0303103406468398,0.1048746485133913,0.0082931173729566,0.9775896722648104,0.7686621804082121
E3,29,0.0302132516767883,0.105604542053295,0.0077033820876142,0.9765960178810488,0.7695371629368546
E4,0,0.0002819784797812,0.0014144271570014,0.000125328988595,0.9984501343053084,0.756827492694023
E4,1,0.000421509772528,0.0021929681432217,3.126158353318417e-05,1.0,0.8053573060863044
E4,2,0.0071099274704269,0.024607312210803,0.0010492932665034,0.9938935523225592,0.8218041499089236
E4,3,0.0106181942360812,0.0402582800812486,0.002817078885283,0.9895002151504144,0.8281709371964096
E4,4,0.010913598959759,0.0418834744254604,0.0015111864727964,0.9892534304942464,0.8147886202082808
E4,5,0.0017582090058393,0.0065500364979595,0.0001479184062984,1.0,0.8562188709021158
E4,6,0.0188675095129467,0.0576819911759735,0.0107026922076939,0.9878463960412376,0.7913364630531751
E4,7,0.024388695124594,0.0768255093261754,0.0118820724326795,0.9825236045127838,0.8062686406560062
E4,8,0.028636805726878,0.0903281762634131,0.0129538187842073,0.9796028115032565,0.7908721584917874
E4,9,0.0311259304114181,0.0949998895734982,0.0126983003622809,0.9789005798270892,0.7908046841322297
E4,10,0.0330595109698747,0.1024106982411732,0.0133144476852969,0.978129076686933,0.7847401192848988
E4,11,0.0313078859201325,0.1007327242088072,0.0129531486823595,0.9783400775926934,0.7860117348173825
E4,12,0.0324205446204886,0.1021009469088783,0.0129818347163676,0.9780918393947936,0.7845683977973601
E4,13,0.032247742579237,0.1030031766350451,0.0129275381159638,0.9772323827305348,0.7843477331986375
E4,14,0.0331952473688686,0.1025744674168338,0.0128093158330757,0.9775819111603544,0.7833225354836336
E4,15,0.033730795351084,0.105307609816338,0.0125352659599023,0.977146868880119,0.7861873563663956
E4,16,0.0330318187202088,0.1029470418763255,0.0128583526681379,0.9776570989720066,0.7867676544470175
E4,17,0.0333992966420801,0.1039723886663221,0.0127412814294059,0.9775836969659176,0.7812666275807408
E4,18,0.0332548817883228,0.1040744776147886,0.0125827448618861,0.976875931781968,0.7812735637601631
E4,19,0.0329701990902466,0.1046712472761856,0.012930425031226,0.9769809096850524,0.7824069011464598
E4,20,0.0332110873545322,0.1034213219690745,0.0131722617809577,0.9765762447723404,0.7825729606307654
E4,21,0.033297401336363,0.104817968507626,0.0130532861459946,0.9769829919008703,0.7858377809468036
E4,22,0.0334080962330525,0.1055048319363627,0.0127486833548584,0.9765863847179672,0.7830778518735234
E4,23,0.0335105695203258,0.1058887298113084,0.0128537779230423,0.976262054310146,0.7833412829872557
E4,24,0.0339115556257585,0.1073649758280931,0.0128261317869162,0.97611730357312,0.7863159155192804
E4,25,0.0336111521274459,0.1060517167013089,0.0128579124417061,0.9761919773761238,0.7846643416283531
E4,26,0.0339002616877044,0.107502888405309,0.0128599324123744,0.976268593398865,0.7841518206776698
E4,27,0.0335486827849951,0.1055907358237957,0.0130157236896398,0.9760154954748502,0.782657069006389
E4,28,0.0335793693529724,0.1059556493385656,0.0127949534068515,0.9766311293865844,0.7884517153529643
E4,29,0.0333337338250218,0.1060499012830027,0.0127750849608059,0.976754855672476,0.7885406379244939
E5,0,0.0009900990099009,0.0024752475247524,0.0,0.9996832435856826,0.9535632964873948
E5,1,0.0011747986047927,0.0056549997892703,0.0001833516685001,0.9977759864501368,0.832498855468188
E5,2,0.0042905608347529,0.0189168070892621,0.0004377918281074,0.9949049234994092,0.8265922719883999
E5,3,0.010961532183217,0.0370952119213929,0.0021557966576444,0.9916526292569812,0.8286830190618464
E5,4,0.0130022086499474,0.0443306942522786,0.0010885326688174,0.9891654099955268,0.818730011711857
E5,5,0.009288657836376,0.0191865016537124,0.0101096760729937,0.9993664871713652,0.8483568716306215
E5,6,0.0216482282340457,0.074954987169006,0.0048862349608543,0.9831279684170734,0.809244509991817
E5,7,0.0250182243622421,0.0896882206208078,0.0052416187080896,0.9801650875237464,0.7948898896984143
E5,8,0.0301371577767014,0.0943127769659807,0.0142084948978384,0.977550659987329,0.809546793686724
E5,9,0.0292621365068675,0.0974385600491638,0.0133731102634414,0.9766617145991968,0.8106392597225893
E5,10,0.0337651054849475,0.1087620086579501,0.0139017280210275,0.9760872706225956,0.800604435584629
E5,11,0.0324778119236888,0.1054785215562828,0.0131332713255733,0.975417168280653,0.8061462031184503
E5,12,0.0330978530196642,0.1072601644633299,0.0132641347820534,0.9762682241310198,0.8016144815864571
E5,13,0.0328998681596149,0.1059167439051668,0.0136226623533451,0.9762828156577944,0.8047554178848985
E5,14,0.0324792021951074,0.1052051428546521,0.0133647290638517,0.9758827785790264,0.801918794215652
E5,15,0.0338447871236585,0.1080284005027058,0.0139746674820411,0.9757479204993256,0.8031769931045281
E5,16,0.0333908717926931,0.1072472301559391,0.0130544478881786,0.9759086210833402,0.8060021167744886
E5,17,0.032878713937276,0.1058249553670795,0.0135579042485552,0.976868510156662,0.8023122435290041
E5,18,0.0337367457660737,0.1076808087615196,0.0140327454454886,0.9758498124348584,0.7996100744430416
E5,19,0.0329981809819775,0.1052151201759883,0.0141379372652664,0.976453598298031,0.802474288196878
E5,20,0.0331064277292655,0.1064856077726207,0.0139920219289932,0.9756281371233528,0.8023704125562762
E5,21,0.0331975353231304,0.1058384759712696,0.0130397454800617,0.9763792798010504,0.8036524441693441
E5,22,0.0331072856270369,0.1049261429497556,0.0140750496022233,0.9759249080127032,0.8038044554783779
E5,23,0.0342830353499059,0.1086971339530315,0.0136815783999455,0.975447061359217,0.8011268227864423
E5,24,0.0340438846004932,0.1088476764679262,0.0135085929928939,0.9752930046327128,0.7997033928466267
E5,25,0.0337288336271308,0.1060347428758975,0.0139484448110563,0.9760213857748348,0.800293166019587
E5,26,0.0340962244343817,0.1073738693492099,0.0137456835855774,0.9757584405327008,0.8011471520985
E5,27,0.0338410461016198,0.107922895337225,0.0133519359802099,0.9751592870299364,0.801330320181878
E5,28,0.0346819686402268,0.1101065184381521,0.0139489587573809,0.9754793384107108,0.7985127161920091
E5,29,0.0343504625911048,0.1090549485382348,0.0133178757305489,0.974906204639376,0.8011684045083703
