epoch,step,rank,method,module,loss_det,loss_odam,gradient_scope,world_size,cosine_raw,det_norm,det_gradient_norm,odam_norm_raw,raw_odam_norm,projected_odam_norm,capped_odam_norm,final_odam_norm,odam_norm_safe,aux_to_det_raw,aux_to_det_projected,aux_to_det_capped,aux_to_det_final,aux_to_det_effective,directional_margin,aux_directional_margin,final_alignment_margin,final_cosine_to_det,final_angle_deg,conflict_raw,dominance_raw,dominance_effective,unsafe_descent,aux_unsafe,projected,cap_active,norm_scale,gate,alpha,effective_weight
0,0,0,dpga,backbone,19.16931915283203,-0.0,global_ddp_mean,2,0.0,1152.1146240234375,1152.1146240234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,fpn,19.16931915283203,-0.0,global_ddp_mean,2,0.0,486.54119873046875,486.54119873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,rpn,19.16931915283203,-0.0,global_ddp_mean,2,0.0,485.7654113769531,485.7654113769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,roi_shared,19.16931915283203,-0.0,global_ddp_mean,2,0.0,1470.4986572265625,1470.4986572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,roi_cls,19.16931915283203,-0.0,global_ddp_mean,2,0.0,1766.97607421875,1766.97607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,roi_reg,19.16931915283203,-0.0,global_ddp_mean,2,0.0,589.949951171875,589.949951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,backbone,0.43712252378463745,0.0,global_ddp_mean,2,0.0,3.5856990814208984,3.5856990814208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,fpn,0.43712252378463745,0.0,global_ddp_mean,2,0.0,1.434651494026184,1.434651494026184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,rpn,0.43712252378463745,0.0,global_ddp_mean,2,0.0,6.0985589027404785,6.0985589027404785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,roi_shared,0.43712252378463745,0.0,global_ddp_mean,2,0.0,0.5891997218132019,0.5891997218132019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,roi_cls,0.43712252378463745,0.0,global_ddp_mean,2,0.0,0.6500977873802185,0.6500977873802185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
