epoch,method,lr,seconds,loss_det,loss_odam,raw_loss_sum,loss_proxy,loss_total_objective,odam_num_candidates,odam_num_kept,odam_keep_ratio,AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,MR-2_generic,ODAM_quality,ODAM_quality_samples,ODAM_quality_mean_iou
0,dpga,0.0001,767.9111075401306,0.44792376663354205,0.0,0.44792376663354205,0.44792376663354205,nan,0.0,0.0,0.0,0.00028197847978123476,0.0014144271570014143,0.00012532898859506203,0.0,0.0004471783668695084,5.288990437505289e-05,0.00028508077288565093,0.0012670256572695597,0.0012670256572695597,0.9984501343053085,0.756827492694023,17.0,0.5977779521661646
1,dpga,0.0001,778.0325009822845,0.3020569214465193,0.0,0.3020569214465193,0.3020569214465193,nan,0.0,0.0,0.0,0.0004215097725280427,0.0021929681432217053,3.126158353318417e-05,3.04354044902389e-06,0.0008352907839769279,0.0010406876484821805,0.0014570795058599939,0.009407665505226481,0.01783338612606905,1.0,0.8053573060863044,273.0,0.5915798208652399
2,dpga,0.0001,791.4199261665344,0.29152833657741933,0.0,0.29152833657741933,0.29152833657741933,nan,0.0,0.0,0.0,0.007109927470426905,0.024607312210803013,0.0010492932665034811,5.652018577599991e-05,0.0050950599675463745,0.010525122211339022,0.004434589800443459,0.026860943934114666,0.07393094710167882,0.9938935523225593,0.8218041499089236,907.0,0.6057897665534814
3,dpga,0.0001,794.599006652832,0.28506726059228404,0.0,0.28506726059228404,0.28506726059228404,nan,0.0,0.0,0.0,0.010618194236081215,0.0402582800812486,0.0028170788852830706,0.00018790684792159305,0.007523283597311129,0.019810142127943877,0.005923344947735192,0.03316439657903072,0.09141590117199873,0.9895002151504145,0.8281709371964096,1035.0,0.6027944341373904
4,dpga,0.0001,1019.1826453208923,0.28343426217274925,1.0089602473031582e-07,0.28343436310381553,0.28343436310381553,nan,19.54741089441829,0.0010087424344317419,1.7638977744792563e-05,0.010913598959759036,0.04188347442546047,0.0015111864727964384,0.00020965173966941143,0.012472150053406926,0.020180801655257104,0.008362369337979094,0.04019638897687679,0.09923978460563826,0.9892534304942465,0.8147886202082808,1096.0,0.6121825263121702
5,dpga,0.0001,1000.5132105350494,0.2814270802740654,2.1813154742394922e-05,0.28144889336944295,0.28144889336944295,nan,20.300268997982513,0.0033624747814391394,0.00014332668804428926,0.0017582090058393756,0.006550036497959545,0.00014791840629846119,0.0,0.004217787733785472,0.014192693312173403,0.006778587266392145,0.02109597719353817,0.022299651567944247,1.0,0.8562188709021158,246.0,0.641372390878879
6,dpga,0.0001,1017.8087430000305,0.28168423360042344,0.00021870307238503904,0.28190293659294174,0.28190293659294174,nan,20.708137188971083,0.00941492938802959,0.0004191016333669965,0.018867509512946773,0.05768199117597357,0.010702692207693926,5.453832173196898e-05,0.014912788006801663,0.03939252146577544,0.010104529616724738,0.0502058916693063,0.10725372188786823,0.9878463960412377,0.7913364630531751,1131.0,0.6168636510479671
7,dpga,1e-05,1020.2482604980469,0.27665190230654185,0.0006510798999246123,0.27730298216975147,0.27730298216975147,nan,21.181909885675857,0.023537323470073975,0.0011616222661867909,0.024388695124594035,0.07682550932617546,0.01188207243267958,0.00035765792592264714,0.024413240685218232,0.04585795723677528,0.013113715552739944,0.05413367120684194,0.12375673107380425,0.9825236045127838,0.8062686406560062,1230.0,0.6176688730716705
8,dpga,1e-05,1017.0052826404572,0.2656169037801848,0.0009130269520912796,0.26652993055977425,0.26652993055977425,nan,22.486213853396098,0.0386684599865501,0.001725318236307823,0.028636805726878007,0.09032817626341312,0.012953818784207302,0.0002156035082057291,0.025430139310577977,0.05970716263263715,0.013398796325625595,0.06290782388343365,0.1250237567310738,0.9796028115032563,0.7908721584917874,1228.0,0.6209910974052131
9,dpga,1e-05,1018.5161671638489,0.2648516912910481,0.0037561892474783755,0.2686078803196973,0.2686078803196973,nan,22.67182246133154,0.0699394754539341,0.002472174201704306,0.031125930411418153,0.09499988957349824,0.012698300362280942,0.0003789497712339951,0.024743027543594025,0.06239791249339797,0.013430471967057333,0.06116566360468799,0.13009185936015202,0.9789005798270893,0.7908046841322297,1296.0,0.6221050987089122
10,dpga,1.0000000000000002e-06,1022.5535564422607,0.2653706512760268,0.0037789781994067967,0.269149629250745,0.269149629250745,nan,22.80228648285138,0.07767316745124411,0.0031335943371618683,0.033059510969874785,0.10241069824117324,0.013314447685296958,0.0006170904162859655,0.023327032568538665,0.06350276209730321,0.01374722838137472,0.06455495723788407,0.14950902755780804,0.978129076686933,0.7847401192848988,1454.0,0.6159330175208259
11,dpga,1.0000000000000002e-06,1022.4857223033905,0.26324994537557234,0.00397462296969367,0.2672245682213423,0.2672245682213423,nan,22.975453934095494,0.08708809683927371,0.002949294810156415,0.0313078859201325,0.10073272420880726,0.01295314868235953,0.0007438595692237939,0.02368989533626024,0.0621348574217981,0.013652201457079505,0.0647450110864745,0.14608805828318022,0.9783400775926934,0.7860117348173825,1425.0,0.6161243763722871
12,dpga,1.0000000000000002e-06,1026.1177349090576,0.26251033491942916,0.003979718803919512,0.26649005360908873,0.26649005360908873,nan,22.97612642905178,0.09381304640215199,0.0037982573851106267,0.03242054462048862,0.1021009469088783,0.012981834716367649,0.0007721436350948106,0.02656558971734099,0.06292524241421918,0.013905606588533417,0.06414317389927146,0.1495407031992398,0.9780918393947935,0.7845683977973601,1438.0,0.6175575464839564
