epoch,method,lr,seconds,loss_det,loss_odam,raw_loss_sum,loss_proxy,loss_total_objective,odam_num_candidates,odam_num_kept,odam_keep_ratio,AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,MR-2_generic,ODAM_quality,ODAM_quality_samples,ODAM_quality_mean_iou
0,dpga,0.0001,800.7149975299835,0.4447627615276912,0.0,0.4447627615276912,0.4447627615276912,nan,0.0,0.0,0.0,0.0009900990099009901,0.0024752475247524753,0.0,0.0,0.00396039603960396,0.0029702970297029695,0.00012670256572695597,0.00012670256572695597,0.00012670256572695597,0.9996832435856826,0.9535632964873949,1.0,0.6621803045272827
1,dpga,0.0001,807.1361465454102,0.30228335869363265,0.0,0.30228335869363265,0.30228335869363265,nan,0.0,0.0,0.0,0.001174798604792744,0.005654999789270303,0.00018335166850018335,0.0,0.004521208018529936,0.0020236855853064655,0.0019638897687678175,0.013050364269876467,0.027177700348432053,0.9977759864501367,0.832498855468188,360.0,0.5922969839639134
2,dpga,0.0001,814.9096369743347,0.29145931395675134,0.0,0.29145931395675134,0.29145931395675134,nan,0.0,0.0,0.0,0.004290560834752909,0.018916807089262102,0.0004377918281074659,0.0,0.006590357114157808,0.008238410047847717,0.004466265441875198,0.025340513145391198,0.06756414317389928,0.9949049234994091,0.8265922719883999,811.0,0.6011526250956826
3,dpga,0.0001,817.8408620357513,0.28548839189860314,0.0,0.28548839189860314,0.28548839189860314,nan,0.0,0.0,0.0,0.010961532183217076,0.037095211921392916,0.0021557966576444907,3.60555850843337e-05,0.011262451159332004,0.020239671703614803,0.007127019322141275,0.032562559391827686,0.08118466898954703,0.9916526292569812,0.8286830190618464,963.0,0.599689157890506
4,dpga,0.0001,1032.0676639080048,0.2839308463528041,2.8290711350040824e-05,0.2839591369939756,0.2839591369939756,nan,19.540685944855415,0.0020174848688634837,5.440775708376199e-05,0.013002208649947463,0.04433069425227862,0.0010885326688174874,8.865551488614465e-05,0.012400440248133193,0.024793359248937774,0.007950585999366487,0.036458663287931584,0.08210326259106746,0.9891654099955268,0.818730011711857,975.0,0.6091640545771673
5,dpga,0.0001,1023.2057085037231,0.2820642661199471,0.00033397016254801395,0.28239823629581395,0.28239823629581395,nan,20.555480833893746,0.0026899798251513113,0.00024815912439256766,0.009288657836376018,0.01918650165371241,0.010109676072993715,0.0,0.008479451542320271,0.0235425554161373,0.006050047513462148,0.026575863161229014,0.030915426037377253,0.9993664871713652,0.8483568716306215,340.0,0.6324760345851674
6,dpga,0.0001,1057.01930809021,0.28259293241683137,0.001155740174875075,0.28374867251164154,0.28374867251164154,nan,21.03530598520511,0.01714862138533961,0.0006720053348953321,0.02164822823404572,0.07495498716900609,0.004886234960854399,0.0010232639159899672,0.01910251898104203,0.040360325407045615,0.00909090909090909,0.052929996832435856,0.12686094393411468,0.9831279684170734,0.809244509991817,1304.0,0.6149351574891916
7,dpga,1e-05,1063.4560587406158,0.27986922459937563,0.0009931235613535715,0.2808623481316792,0.2808623481316792,nan,21.605245460659045,0.02757229320780094,0.0011039745280545432,0.02501822436224211,0.0896882206208078,0.005241618708089653,0.0009737311223166371,0.0241906107573866,0.04565722512102113,0.011054798859676909,0.06046879949318974,0.1397212543554007,0.9801650875237464,0.7948898896984143,1408.0,0.6156636189076711
8,dpga,1e-05,1066.4148001670837,0.26403673954004897,0.0018293565032892634,0.26586609595613686,0.26586609595613686,nan,22.650975117686617,0.05615332885003362,0.0021244631181442865,0.03013715777670143,0.09431277696598078,0.01420849489783843,0.00016145394520268531,0.023763824325961875,0.06219888876897737,0.013082039911308204,0.06265441875197972,0.1285714285714286,0.977550659987329,0.809546793686724,1245.0,0.620525369203713
9,dpga,1e-05,1068.6465575695038,0.2644761481388737,0.003078538828170307,0.26755468702324553,0.26755468702324553,nan,22.91593813046402,0.08372562205783457,0.0029988244402008764,0.0292621365068675,0.09743856004916383,0.013373110263441464,0.00014962763564121037,0.024349046878342964,0.06201876253485913,0.012575229648400382,0.06221095977193538,0.13132720937598988,0.9766617145991967,0.8106392597225893,1315.0,0.6207167123660389
