epoch,step,rank,method,module,loss_det,loss_odam,gradient_scope,world_size,cosine_raw,det_norm,det_gradient_norm,odam_norm_raw,raw_odam_norm,projected_odam_norm,capped_odam_norm,final_odam_norm,odam_norm_safe,aux_to_det_raw,aux_to_det_projected,aux_to_det_capped,aux_to_det_final,aux_to_det_effective,directional_margin,aux_directional_margin,final_alignment_margin,final_cosine_to_det,final_angle_deg,conflict_raw,dominance_raw,dominance_effective,unsafe_descent,aux_unsafe,projected,cap_active,norm_scale,gate,alpha,effective_weight
0,0,1,odam,backbone,28.092636108398438,0.0,global_ddp_mean,2,0.0,1152.1146240234375,1152.1146240234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000136445446,1.0000000136445446,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,0,1,odam,fpn,28.092636108398438,0.0,global_ddp_mean,2,0.0,486.54119873046875,486.54119873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000240278064,1.0000000240278064,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,0,1,odam,rpn,28.092636108398438,0.0,global_ddp_mean,2,0.0,485.7654113769531,485.7654113769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000507898432,1.0000000507898432,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,0,1,odam,roi_shared,28.092636108398438,0.0,global_ddp_mean,2,0.0,1470.4986572265625,1470.4986572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999764586031,0.9999999764586031,0.012432364833421429,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,0,1,odam,roi_cls,28.092636108398438,0.0,global_ddp_mean,2,0.0,1766.97607421875,1766.97607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000170195436,1.0000000170195436,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,0,1,odam,roi_reg,28.092636108398438,0.0,global_ddp_mean,2,0.0,589.949951171875,589.949951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000685617674,1.0000000685617674,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,100,1,odam,backbone,0.03432447463274002,0.0,global_ddp_mean,2,0.0,7.404212951660156,7.404212951660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999851938937,0.9999999851938937,0.009859572002377017,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,100,1,odam,fpn,0.03432447463274002,0.0,global_ddp_mean,2,0.0,2.945032835006714,2.945032835006714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000037799594,1.000000037799594,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,100,1,odam,rpn,0.03432447463274002,0.0,global_ddp_mean,2,0.0,11.3704833984375,11.3704833984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000078258592,1.000000078258592,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
0,100,1,odam,roi_shared,0.03432447463274002,0.0,global_ddp_mean,2,0.0,3.096090316772461,3.096090316772461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000131188151,1.0000000131188151,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
